id,mathematics_interest,physics_interest,chemistry_interest,biology_interest,computer_interest,accountancy_interest,economics_interest,business_interest,history_political_science_interest,psychology_interest,logical_reasoning,numerical_ability,scientific_interest,problem_solving,communication,leadership,creativity,empathy,research_interest,public_speaking,technology_interest,medical_healthcare_interest,business_finance_interest,social_issues_interest,government_public_service_interest,law_debate_interest,teaching_interest,long_study_willingness,stress_tolerance,risk_tolerance,teamwork,people_interaction,career_choice
5720,6,3,2,1,7,2,6,5,8,3,8,7,4,9,10,5,8,10,7,8,8,3,7,10,8,7,7,7,10,6,9,6,Civil Services
5721,4,3,7,9,4,5,5,5,2,4,8,5,8,9,6,7,8,7,8,5,4,9,3,5,1,3,3,8,7,6,7,10,Dentist
5722,6,6,5,1,8,4,5,2,3,5,5,6,8,8,6,8,7,5,10,4,7,4,4,3,2,7,5,5,8,6,6,6,Engineering
5723,5,5,1,4,5,6,10,5,7,8,7,7,5,10,10,9,8,7,10,9,5,2,6,8,8,9,4,10,8,8,9,10,Civil Services
5724,6,1,1,1,3,8,9,6,1,4,8,7,3,3,6,6,7,5,5,7,6,1,10,5,5,3,3,4,5,4,6,9,Finance / Banking
5725,4,3,1,3,3,4,5,4,8,8,6,6,2,8,6,8,7,9,7,6,5,3,3,5,4,10,5,9,9,7,8,10,Law
5726,5,6,5,3,5,7,9,9,7,4,8,8,4,6,5,6,6,7,3,6,7,2,7,5,4,7,4,9,7,6,5,8,Finance / Banking
5727,6,8,6,7,7,2,6,5,3,4,9,6,6,8,7,5,4,2,4,3,8,1,3,3,3,6,6,7,6,5,7,6,Engineering
5728,5,2,3,4,3,2,6,1,9,5,7,7,4,7,5,8,4,5,7,7,3,2,4,7,8,7,6,8,8,5,6,8,Civil Services
5729,3,1,1,4,3,2,4,5,7,6,6,3,2,5,9,6,7,6,5,5,5,4,5,8,5,6,2,4,5,7,9,9,Journalism / Media
5730,8,4,2,1,6,7,7,8,6,7,8,6,1,7,5,6,5,2,5,2,6,5,8,4,4,3,4,7,9,5,9,7,CA / Accounting
5731,7,7,8,6,5,4,5,4,7,9,5,3,4,6,7,6,6,9,7,7,3,5,5,7,5,7,10,7,7,5,7,9,Teaching / Professor
5732,10,8,3,1,6,10,8,8,5,3,10,9,4,8,5,5,4,8,7,3,10,4,8,5,3,6,5,6,5,7,8,9,Finance / Banking
5733,8,10,5,3,10,2,2,3,2,2,7,7,9,9,6,4,8,7,7,5,6,5,6,5,3,3,4,6,8,7,8,6,Engineering
5734,9,4,2,2,5,9,8,6,1,4,8,6,3,8,6,8,7,2,4,6,7,3,8,1,5,3,7,8,5,7,7,7,Finance / Banking
5735,6,2,4,1,6,7,6,5,4,5,7,9,2,7,7,3,2,2,3,3,5,1,8,3,2,1,2,9,3,5,5,6,CA / Accounting
5736,7,4,9,9,2,2,3,4,6,7,10,5,6,9,7,5,5,7,6,8,6,9,5,5,3,2,7,7,7,4,10,10,MBBS / Doctor
5737,6,6,4,2,5,1,5,4,4,8,7,6,7,6,9,4,6,6,7,7,4,4,3,5,8,3,7,10,7,5,9,10,Teaching / Professor
5738,7,4,9,10,5,5,6,5,3,8,7,5,9,9,7,5,3,9,3,7,7,9,4,5,5,1,4,9,9,6,8,9,MBBS / Doctor
5739,8,7,5,2,8,2,7,3,3,3,10,7,8,10,6,4,5,6,5,6,9,4,5,3,3,5,4,3,8,5,8,8,Engineering
5740,3,3,3,6,1,3,1,6,1,5,7,5,7,7,2,5,5,6,3,3,5,7,2,1,1,2,4,6,7,1,6,4,Dentist
5741,6,2,2,2,3,10,8,6,3,3,9,9,3,10,6,4,5,4,6,4,5,2,6,4,4,2,4,7,6,5,4,5,CA / Accounting
5742,5,6,9,6,7,2,6,4,2,3,4,6,8,8,4,5,5,5,8,5,6,10,1,2,2,3,2,6,7,3,4,6,Pharmacy
5743,7,2,5,2,6,10,7,8,2,3,8,8,4,7,6,5,6,4,4,3,4,3,9,8,4,3,4,10,8,4,6,6,CA / Accounting
5744,7,4,7,6,8,5,7,4,5,9,9,9,6,8,9,6,5,8,7,10,7,3,5,8,5,6,8,9,7,6,9,8,Teaching / Professor
5745,5,4,4,4,6,1,3,3,6,4,5,4,4,6,5,8,6,4,6,7,5,1,4,7,2,5,7,6,4,4,5,8,Teaching / Professor
5746,3,4,2,3,7,5,5,6,5,7,5,3,2,10,9,8,5,8,6,7,4,5,4,8,6,9,6,9,7,6,6,6,Law
5747,7,4,3,3,3,10,6,6,2,3,8,10,3,8,7,5,2,3,7,3,5,3,10,3,6,6,4,6,9,5,7,4,CA / Accounting
5748,4,1,1,6,1,3,7,6,5,10,8,6,5,10,10,6,6,7,9,9,5,7,5,7,4,4,7,9,7,3,6,10,Psychology
5749,6,3,7,9,7,2,2,3,2,7,6,7,9,8,7,6,5,4,7,3,7,9,1,2,2,4,4,9,5,1,7,3,Pharmacy
5750,6,2,3,2,5,10,10,3,4,2,10,9,6,6,5,6,4,4,7,5,7,2,7,1,6,3,6,6,7,8,8,6,Finance / Banking
5751,8,5,2,1,3,7,5,8,4,1,9,8,1,7,5,2,3,1,1,2,5,1,9,3,5,4,5,9,4,6,7,5,CA / Accounting
5752,7,1,3,3,4,10,5,9,3,5,6,6,3,6,4,5,5,4,5,3,7,2,7,4,4,3,4,8,8,2,2,5,CA / Accounting
5753,6,3,7,8,5,3,1,6,4,6,9,4,10,6,6,6,5,7,7,4,6,9,1,3,3,3,7,6,5,6,8,6,Pharmacy
5754,1,2,6,3,5,3,2,1,4,8,9,2,5,6,8,6,5,9,6,5,3,8,4,5,3,5,7,7,5,2,6,6,Psychology
5755,6,7,7,9,2,1,6,4,6,6,7,5,9,10,7,7,5,5,8,8,7,10,5,6,6,4,7,9,9,3,9,7,MBBS / Doctor
5756,7,4,4,4,5,3,4,6,7,6,7,3,5,7,9,7,10,10,10,9,6,3,4,10,5,6,7,6,6,8,6,9,Journalism / Media
5757,5,5,6,10,3,2,4,5,2,6,5,4,10,6,5,3,9,8,3,4,4,10,4,2,2,4,6,7,8,4,8,10,Dentist
5758,3,5,4,2,3,4,7,7,10,7,8,5,2,6,9,10,6,4,9,8,4,5,2,7,8,7,6,8,7,6,5,10,Civil Services
5759,1,1,3,3,10,2,6,5,7,6,6,2,3,6,9,6,9,7,5,8,6,3,4,7,4,9,7,8,5,6,7,8,Journalism / Media
5760,2,3,2,9,5,1,4,4,6,8,5,3,3,7,7,4,7,10,8,5,4,6,2,8,4,4,9,9,5,2,8,9,Psychology
5761,5,5,7,8,5,1,5,4,4,8,6,5,7,10,9,9,8,8,6,3,4,9,1,4,5,5,6,10,10,2,10,9,MBBS / Doctor
5762,6,3,9,8,5,4,3,5,3,5,8,5,8,9,5,6,5,9,4,5,6,7,6,5,3,1,4,7,8,5,7,7,Dentist
5763,2,3,4,2,6,4,6,6,8,8,7,5,4,7,10,3,10,8,4,9,2,1,5,9,5,9,6,6,9,8,7,10,Journalism / Media
5764,6,5,7,9,3,4,4,5,2,5,6,5,8,10,9,5,10,8,8,5,6,10,1,7,3,3,6,8,7,3,9,8,MBBS / Doctor
5765,7,3,6,6,6,1,3,4,5,7,6,5,8,7,6,6,7,6,5,4,7,10,2,3,1,1,4,6,5,3,5,8,Dentist
5766,5,7,6,5,8,3,5,4,8,2,8,9,4,5,9,8,7,7,7,7,5,1,6,6,3,6,6,6,7,3,8,6,Teaching / Professor
5767,4,5,8,8,3,4,3,5,4,5,7,4,7,4,4,3,6,7,7,4,4,8,1,3,3,1,5,7,4,2,7,3,Pharmacy
5768,3,4,1,7,6,2,6,5,6,9,7,5,7,7,8,6,8,10,9,5,5,8,5,8,9,6,7,6,8,3,6,9,Psychology
5769,1,2,3,3,6,1,4,4,7,3,4,1,4,6,9,4,9,7,3,7,5,4,4,10,4,3,5,3,7,6,7,8,Journalism / Media
5770,5,4,2,7,5,5,6,4,9,8,5,4,6,7,10,6,9,8,9,6,5,6,3,9,6,8,9,10,8,2,8,9,Psychology
5771,6,4,5,6,6,1,6,5,7,7,5,7,5,6,10,7,7,7,8,7,2,2,3,7,5,6,8,9,8,5,7,9,Teaching / Professor
5772,8,5,1,1,5,8,8,8,1,6,8,9,4,6,7,6,5,5,5,2,7,4,8,4,5,7,3,5,8,5,7,7,Finance / Banking
5773,9,7,6,4,9,4,6,5,7,5,10,8,9,8,8,5,8,5,7,5,8,3,7,5,2,6,4,8,8,8,10,5,Engineering
5774,3,2,5,6,5,1,6,6,10,4,9,10,1,9,9,6,8,6,7,8,5,3,4,7,6,9,5,6,6,3,9,9,Law
5775,4,5,7,6,7,3,5,1,3,5,7,5,10,8,7,10,5,7,4,6,7,8,3,5,2,4,6,7,9,6,6,9,MBBS / Doctor
5776,7,5,6,5,4,6,3,6,7,9,8,4,5,7,9,9,6,8,7,8,7,2,4,10,8,4,6,10,9,5,8,8,Civil Services
5777,4,6,1,3,6,6,8,10,5,5,7,6,5,7,8,10,8,5,4,4,7,5,6,3,3,6,8,7,6,8,10,8,Business / Management
5778,6,4,5,4,8,1,4,5,3,5,7,4,5,8,10,7,5,7,6,6,3,4,2,7,6,2,10,9,7,4,7,6,Teaching / Professor
5779,3,2,1,1,7,3,5,6,6,3,10,4,3,8,8,8,7,6,6,10,2,2,2,5,5,7,5,4,8,5,8,7,Law
5780,5,2,7,7,5,3,2,4,7,2,6,5,10,6,2,6,6,5,8,5,5,8,3,2,2,4,3,8,6,2,9,5,Pharmacy
5781,8,6,6,7,5,4,4,6,3,6,10,7,5,8,10,8,9,7,7,9,6,4,2,9,5,7,7,10,6,4,9,10,Teaching / Professor
5782,8,5,3,4,8,7,9,5,4,5,9,9,5,9,4,7,5,5,8,3,8,5,10,3,5,7,7,7,10,8,4,7,Finance / Banking
5783,6,5,4,3,8,6,8,8,3,6,9,8,6,8,7,9,8,8,4,7,10,5,6,7,3,5,5,6,9,8,10,8,Business / Management
5784,6,2,8,5,1,1,2,4,1,5,3,3,8,7,4,4,1,6,5,3,6,6,2,4,3,3,5,7,6,3,8,6,Pharmacy
5785,4,3,6,4,6,6,4,8,5,5,10,5,6,9,8,9,7,3,5,8,8,3,9,4,6,3,5,7,7,9,8,9,Business / Management
5786,6,4,6,4,10,3,5,10,4,7,5,6,5,7,8,7,9,8,3,5,9,1,8,5,3,7,6,6,4,9,7,8,Business / Management
5787,4,4,3,5,4,4,3,4,5,10,7,4,5,6,10,5,5,10,6,5,3,6,4,6,4,3,8,6,8,3,7,7,Psychology
5788,4,3,10,7,3,1,3,1,2,5,7,7,9,8,7,4,7,6,7,5,3,8,3,5,3,3,6,8,4,4,5,6,Pharmacy
5789,8,9,8,2,10,5,5,3,6,3,8,8,9,8,6,7,9,9,5,6,8,6,3,4,4,4,6,8,8,5,9,6,Engineering
5790,4,4,5,2,1,4,5,4,6,5,4,7,2,8,8,9,5,5,8,5,5,1,1,7,9,5,5,7,8,6,7,10,Civil Services
5791,3,8,9,9,2,5,1,1,3,2,7,5,6,6,6,6,4,7,9,3,4,6,3,3,3,3,6,8,5,2,5,7,Pharmacy
5792,3,5,3,1,4,3,4,4,5,6,9,2,6,7,9,8,5,6,8,7,7,1,5,9,6,10,4,8,9,4,8,7,Law
5793,8,1,2,2,9,8,8,8,2,4,7,8,5,4,6,3,6,3,2,3,4,3,10,2,5,4,4,10,7,6,9,5,CA / Accounting
5794,5,2,2,3,6,3,8,6,5,5,5,5,4,9,8,4,10,10,5,9,6,1,4,7,5,5,3,5,7,5,9,7,Journalism / Media
5795,3,5,5,7,4,4,2,1,2,5,9,5,7,8,9,6,5,7,7,4,6,10,3,4,2,3,5,7,7,5,7,6,MBBS / Doctor
5796,5,3,4,7,1,2,1,3,4,7,6,7,7,9,9,4,5,7,7,6,4,6,4,9,4,4,8,7,5,2,8,10,Psychology
5797,6,3,8,10,6,3,4,8,5,7,6,4,9,8,5,6,7,8,5,5,5,10,4,4,4,1,6,9,8,3,8,8,Dentist
5798,4,4,5,7,5,5,5,2,5,10,6,7,8,6,7,6,5,9,10,5,2,7,2,7,7,4,8,10,5,3,10,9,Psychology
5799,3,3,10,10,6,3,3,4,3,4,6,8,9,6,6,6,8,5,5,3,5,10,4,5,1,4,6,10,4,5,5,4,Dentist
5800,4,5,4,2,4,6,8,3,6,7,4,3,3,7,10,8,8,6,7,10,7,5,4,9,5,6,4,5,8,8,8,8,Journalism / Media
5801,6,6,4,8,6,3,7,4,6,8,7,6,4,6,10,7,6,7,7,9,7,3,2,4,7,5,10,7,6,2,9,9,Teaching / Professor
5802,6,5,3,6,7,1,5,5,4,5,6,6,4,5,9,8,7,5,6,7,6,2,3,5,6,3,9,8,7,2,8,7,Teaching / Professor
5803,6,8,6,7,7,3,4,3,6,5,8,7,7,8,4,6,7,4,7,6,8,4,7,8,3,3,4,9,7,7,10,6,Engineering
5804,5,1,3,2,5,10,8,7,4,2,9,10,4,8,8,6,5,6,3,5,4,1,8,1,3,5,4,6,3,3,5,8,CA / Accounting
5805,3,2,3,1,6,1,4,6,8,5,7,3,2,3,10,8,8,6,7,8,5,2,4,8,2,9,2,4,7,6,5,10,Journalism / Media
5806,4,3,8,7,4,1,2,2,2,5,8,5,9,6,4,4,5,6,8,4,7,8,4,5,3,2,3,5,7,4,7,5,Pharmacy
5807,5,7,2,2,5,5,8,10,6,6,7,9,1,9,9,10,6,6,3,5,7,5,9,5,5,5,6,8,8,10,7,10,Business / Management
5808,3,5,5,5,8,4,6,5,9,6,8,6,5,6,9,9,7,7,7,7,5,6,4,6,5,6,9,10,9,2,8,9,Teaching / Professor
5809,4,6,3,5,7,4,5,5,6,5,8,1,6,6,8,9,7,6,4,6,6,2,2,5,3,7,9,9,9,3,6,7,Teaching / Professor
5810,2,3,5,4,4,3,4,3,5,8,8,4,7,5,9,6,6,10,8,5,4,5,4,8,7,5,10,9,6,2,7,10,Psychology
5811,4,2,10,9,7,3,4,7,1,5,9,4,7,8,9,5,8,7,4,6,4,10,1,2,4,3,6,6,8,5,7,7,Dentist
5812,5,6,7,6,10,1,6,6,2,5,9,7,5,8,6,6,6,4,7,6,8,3,4,2,5,4,5,8,4,4,8,6,Engineering
5813,4,1,3,1,4,3,4,8,9,6,7,4,4,7,7,7,7,5,5,6,5,1,4,4,7,10,6,8,6,8,6,10,Law
5814,8,8,8,5,8,5,7,5,7,6,10,7,9,6,10,8,5,9,10,8,6,3,6,4,2,7,10,10,8,6,8,8,Teaching / Professor
5815,5,1,2,5,5,8,9,9,5,4,9,10,2,7,5,5,6,3,9,6,7,2,8,2,4,6,2,9,7,7,8,8,Finance / Banking
5816,4,6,8,10,4,1,2,2,3,3,6,1,7,8,6,5,5,9,7,5,5,9,4,5,4,4,6,7,8,4,7,8,MBBS / Doctor
5817,5,4,3,7,4,4,3,5,7,9,7,3,5,7,9,7,8,10,7,5,3,9,1,10,3,5,10,9,7,3,8,10,Psychology
5818,2,4,3,5,3,4,2,3,5,9,9,5,6,10,5,5,6,6,8,4,1,7,1,9,3,4,9,9,5,2,7,9,Psychology
5819,4,5,2,3,3,2,4,8,8,6,10,5,3,8,8,8,6,5,5,10,6,2,5,10,7,8,4,8,9,6,6,10,Law
5820,2,8,6,5,7,5,9,5,6,6,5,7,7,8,9,3,6,4,8,7,6,3,6,5,4,4,8,8,6,4,5,6,Teaching / Professor
5821,2,2,4,5,4,3,1,1,7,10,7,4,5,6,7,5,9,9,7,3,2,6,3,7,1,4,8,10,6,3,7,9,Psychology
5822,4,2,6,2,3,8,5,6,2,5,6,4,3,7,9,9,6,5,5,9,5,4,6,2,1,6,6,4,6,5,9,8,Business / Management
5823,7,2,4,4,2,5,8,4,8,7,8,7,5,10,8,8,7,7,6,8,6,2,3,6,10,8,6,9,9,3,10,8,Civil Services
5824,6,4,5,8,8,4,1,6,5,6,8,8,6,8,6,7,9,7,8,10,5,5,2,6,3,3,9,10,7,5,6,10,Teaching / Professor
5825,6,2,1,2,6,7,9,7,4,4,8,9,1,6,6,6,3,5,7,6,6,3,8,4,5,6,3,5,9,6,2,7,Finance / Banking
5826,5,2,1,5,8,3,8,5,8,5,5,7,7,7,8,7,8,6,8,9,8,2,2,6,6,5,5,4,6,8,9,8,Journalism / Media
5827,3,1,2,7,4,2,4,1,4,7,6,6,6,8,9,4,5,10,6,8,4,6,7,7,1,3,6,6,6,1,10,8,Psychology
5828,5,2,6,7,2,5,2,3,2,4,8,7,6,6,7,5,5,4,2,3,6,6,3,3,3,1,3,8,8,3,7,8,Dentist
5829,6,4,1,5,6,2,5,5,7,4,5,5,3,5,8,3,4,8,5,10,4,1,1,5,4,5,8,9,6,2,7,5,Teaching / Professor
5830,6,5,4,4,7,3,7,8,9,6,7,2,4,7,8,10,5,4,3,6,2,2,1,7,7,6,8,9,10,5,10,6,Civil Services
5831,5,5,4,7,6,4,6,10,5,6,6,8,8,8,10,10,10,7,5,8,7,4,9,6,4,5,6,7,9,9,8,8,Business / Management
5832,3,2,1,3,7,3,2,6,8,6,8,1,4,10,9,8,8,8,7,10,5,6,6,9,4,8,5,5,3,4,8,10,Journalism / Media
5833,6,4,6,6,3,5,5,5,5,6,4,6,6,8,6,5,6,8,8,10,5,2,5,5,5,3,8,10,8,4,9,8,Teaching / Professor
5834,5,7,3,6,6,1,5,3,2,7,7,7,7,9,6,5,7,4,7,3,10,2,4,3,2,3,3,6,5,7,6,5,Engineering
5835,1,1,2,2,6,1,2,3,9,6,5,4,2,3,10,6,10,9,6,9,4,1,2,8,3,9,3,5,7,3,10,10,Journalism / Media
5836,4,3,9,8,4,3,2,6,1,4,6,5,9,7,5,4,5,5,7,3,5,9,1,5,3,2,6,9,5,5,6,4,Pharmacy
5837,3,4,9,9,5,1,4,2,1,4,8,5,10,8,5,7,5,6,3,4,7,9,3,2,3,2,4,6,8,6,10,10,Dentist
5838,6,6,6,3,7,7,10,6,6,5,8,8,5,7,8,7,5,6,5,5,7,1,9,3,4,2,3,6,8,6,6,7,Finance / Banking
5839,7,1,1,1,6,9,4,6,4,4,6,9,3,9,4,7,3,2,3,3,6,1,8,2,4,4,4,8,8,5,7,5,CA / Accounting
5840,4,2,1,2,5,6,6,9,1,3,8,8,3,8,8,5,5,4,3,4,4,2,5,2,4,4,3,5,5,5,7,5,Finance / Banking
5841,5,6,6,7,7,6,6,2,5,9,7,6,5,5,9,9,7,5,8,8,6,3,1,5,3,6,10,10,6,3,7,7,Teaching / Professor
5842,10,4,6,6,7,6,8,9,7,5,7,6,3,10,10,9,10,4,5,7,8,4,8,5,4,8,5,10,7,9,10,9,Business / Management
5843,5,4,3,3,7,5,9,8,5,9,7,6,3,7,8,10,9,7,6,6,8,3,7,5,3,3,5,7,7,8,7,9,Business / Management
5844,6,5,4,8,3,4,3,6,1,6,8,8,7,7,8,7,6,8,4,3,5,8,1,4,2,1,5,5,7,4,5,10,Dentist
5845,7,3,3,1,8,9,7,7,5,5,8,8,4,7,7,6,4,6,6,3,6,3,8,4,4,3,3,7,6,6,8,6,Finance / Banking
5846,5,6,5,2,7,5,9,10,1,5,8,7,7,9,8,8,7,6,4,8,7,3,6,5,4,5,7,9,6,10,10,9,Business / Management
5847,5,5,6,4,5,2,5,3,5,5,5,5,7,5,6,6,6,5,5,9,4,5,4,8,5,4,10,5,8,6,6,8,Teaching / Professor
5848,6,5,3,9,7,4,3,4,3,6,6,7,9,9,6,6,4,10,6,6,3,7,2,5,5,6,4,10,9,4,7,10,MBBS / Doctor
5849,6,5,2,5,2,2,7,6,8,5,8,3,4,8,10,10,9,8,5,7,6,4,4,7,9,8,4,6,10,3,7,8,Civil Services
5850,4,4,10,7,4,4,5,3,5,6,6,6,10,7,4,6,8,7,8,4,4,6,5,6,5,3,7,8,7,1,7,3,Pharmacy
5851,5,3,5,4,7,4,5,6,8,4,8,2,5,8,9,10,8,7,6,10,3,3,7,8,10,8,5,8,8,4,8,10,Civil Services
5852,5,5,7,10,5,3,3,2,6,5,10,4,7,10,6,4,4,8,5,5,3,10,4,4,2,3,8,10,8,4,8,9,MBBS / Doctor
5853,2,1,2,5,5,3,3,4,2,9,6,3,5,6,8,8,6,8,9,6,4,9,4,7,1,3,8,9,8,1,9,7,Psychology
5854,9,7,6,1,7,2,6,3,4,4,9,7,8,6,3,2,8,5,7,4,7,3,6,6,5,4,6,6,6,6,5,5,Engineering
5855,6,4,3,7,5,7,7,5,9,9,7,6,1,7,7,6,9,6,6,8,6,6,6,9,8,10,3,10,7,3,8,10,Law
5856,5,1,10,6,3,5,3,5,2,5,5,5,6,7,7,5,5,4,9,5,6,6,4,4,2,3,4,8,7,4,9,5,Pharmacy
5857,5,2,2,5,4,8,10,10,5,5,7,7,3,6,7,8,10,5,5,8,9,3,8,3,5,7,2,8,6,9,9,8,Business / Management
5858,5,5,2,4,5,3,5,1,7,5,4,4,3,7,7,5,9,8,8,7,5,3,4,7,4,3,10,8,3,6,7,7,Teaching / Professor
5859,1,3,2,6,2,4,3,3,6,10,5,2,5,9,7,4,3,8,6,7,4,5,1,8,3,5,6,8,6,2,7,10,Psychology
5860,5,3,1,6,4,1,3,5,5,7,10,5,3,6,10,7,9,6,9,7,7,6,3,10,5,2,8,7,6,4,7,9,Psychology
5861,5,3,5,1,4,6,5,7,4,4,8,7,4,9,6,9,10,7,6,6,8,2,8,7,3,2,7,6,7,8,5,9,Business / Management
5862,4,2,1,1,2,2,3,2,8,8,5,1,3,7,9,7,9,6,4,5,5,3,1,9,6,8,7,7,7,7,6,10,Journalism / Media
5863,4,4,7,6,3,4,1,1,2,3,8,3,6,9,7,2,8,7,4,3,2,9,1,2,1,1,6,8,8,2,7,8,Dentist
5864,8,1,2,3,5,8,6,6,3,3,9,10,4,3,6,7,4,4,6,5,7,1,7,4,1,6,4,5,6,8,5,3,Finance / Banking
5865,8,5,3,3,6,10,7,8,6,5,9,8,4,5,7,8,4,4,6,3,7,1,10,4,1,4,4,10,7,4,7,2,CA / Accounting
5866,5,5,8,7,4,2,1,3,3,3,7,9,8,9,9,7,7,6,6,5,4,10,4,1,3,3,3,8,5,4,5,7,Pharmacy
5867,3,2,1,3,4,2,3,2,4,10,4,2,4,8,7,6,7,10,7,6,5,4,1,7,4,4,7,8,6,3,8,7,Psychology
5868,2,6,6,9,7,3,4,3,4,4,3,3,9,5,8,6,9,9,5,4,5,10,3,4,4,1,6,9,6,6,7,7,Dentist
5869,3,2,9,10,6,3,5,5,3,6,10,6,7,10,4,3,6,7,4,6,5,6,1,2,3,2,5,8,8,6,9,8,Dentist
5870,4,4,3,7,6,2,4,3,4,10,7,5,5,6,7,5,10,10,8,6,4,7,2,8,5,5,7,7,7,5,7,10,Psychology
5871,4,5,1,5,6,5,6,3,5,7,8,6,4,7,7,4,7,6,10,6,2,3,5,6,3,3,7,7,5,3,7,8,Teaching / Professor
5872,6,1,1,5,6,3,1,2,4,9,8,6,4,7,9,8,8,7,10,7,5,6,2,8,4,1,8,7,6,5,5,5,Psychology
5873,4,4,4,5,5,1,2,3,5,9,6,4,3,8,8,5,10,9,5,1,5,5,3,9,6,4,7,6,6,2,5,8,Psychology
5874,7,3,2,2,4,10,9,9,5,3,7,8,3,9,5,4,3,4,4,3,7,1,10,2,2,3,4,7,7,4,7,7,Finance / Banking
5875,4,4,2,3,7,4,6,5,10,8,9,4,5,6,9,8,10,9,10,7,7,4,5,8,9,10,5,10,9,7,6,6,Law
5876,5,5,7,8,2,3,4,3,2,4,5,6,10,7,6,4,5,5,5,6,8,10,5,2,1,1,2,7,5,4,8,2,Pharmacy
5877,3,4,4,2,4,6,7,7,9,6,8,5,3,8,10,9,4,9,6,6,4,3,3,5,8,9,5,8,6,4,10,10,Civil Services
5878,2,6,6,5,3,3,4,6,7,9,6,1,5,9,9,6,8,8,5,8,1,7,6,6,4,3,6,6,5,4,8,8,Psychology
5879,4,6,7,7,5,1,2,4,4,3,8,1,10,10,5,6,9,6,1,6,5,8,4,5,2,3,3,7,9,6,5,10,Dentist
5880,4,3,4,5,3,4,1,2,3,10,6,4,5,8,6,7,4,10,3,4,2,8,4,6,7,3,8,6,8,2,7,6,Psychology
5881,5,2,2,5,4,1,6,6,7,6,5,3,7,7,9,6,7,7,5,10,7,2,3,10,4,9,7,5,7,4,7,9,Journalism / Media
5882,3,4,4,5,4,4,3,4,4,10,8,4,5,5,9,5,5,9,6,4,5,7,3,10,5,5,7,10,5,6,6,8,Psychology
5883,4,4,5,5,3,3,9,4,8,7,9,4,4,6,7,8,5,8,7,10,7,3,2,8,6,10,4,6,6,8,7,8,Law
5884,8,6,7,7,4,4,2,6,3,7,8,8,5,10,7,7,10,7,6,5,2,9,5,5,3,5,2,7,8,4,7,8,Dentist
5885,2,5,2,4,5,4,7,7,8,5,8,2,4,8,9,7,7,10,4,8,7,1,6,10,5,5,6,6,8,8,8,8,Journalism / Media
5886,6,2,4,6,5,3,7,7,10,8,8,7,3,10,8,9,8,7,6,7,5,2,4,10,10,6,4,6,6,8,8,9,Civil Services
5887,10,10,5,7,7,1,4,4,7,4,7,6,9,10,5,3,5,7,7,5,10,6,4,4,3,3,3,5,4,8,5,8,Engineering
5888,5,3,5,9,5,1,1,8,4,5,9,8,9,8,8,7,8,7,3,6,5,9,4,3,4,2,4,9,8,4,8,10,Dentist
5889,2,7,8,8,3,2,1,6,4,5,5,5,10,5,7,3,5,8,4,4,7,9,1,3,2,3,4,9,7,5,7,7,Dentist
5890,8,8,6,3,7,2,3,5,5,3,8,6,5,10,4,4,7,5,7,7,7,2,6,5,5,3,6,8,7,5,7,8,Engineering
5891,4,5,3,3,6,6,6,3,7,8,7,2,5,7,10,7,10,7,8,9,6,3,3,10,5,10,7,6,8,8,10,10,Journalism / Media
5892,5,1,2,6,4,1,4,7,5,9,5,2,4,8,9,7,7,8,6,4,3,5,5,9,3,4,3,8,6,4,8,9,Psychology
5893,5,7,6,10,3,4,1,4,5,5,7,8,7,7,4,4,4,5,6,3,5,9,2,3,2,2,1,7,7,1,7,8,Pharmacy
5894,7,5,5,5,7,4,5,2,6,6,6,5,8,8,8,6,6,8,7,10,5,5,2,8,8,8,10,10,5,2,8,9,Teaching / Professor
5895,6,7,5,3,8,4,6,5,4,4,7,7,7,7,6,4,5,6,6,4,7,4,6,4,4,5,2,10,10,2,7,5,Engineering
5896,4,4,6,10,2,2,3,1,7,4,6,7,7,8,6,6,6,7,2,5,5,9,2,3,3,5,6,9,6,3,6,9,MBBS / Doctor
5897,5,6,8,7,5,6,7,6,6,5,9,5,4,8,10,5,10,7,8,10,6,5,3,8,7,5,9,8,7,2,9,8,Teaching / Professor
5898,8,3,4,1,5,9,7,8,5,3,7,9,3,9,6,5,7,4,5,1,6,3,9,4,1,5,6,8,8,4,6,6,CA / Accounting
5899,4,2,2,5,3,2,3,3,4,8,7,5,7,7,9,4,7,9,7,4,2,6,3,8,6,3,8,6,7,4,8,9,Psychology
5900,5,5,7,8,3,2,4,4,1,4,6,5,8,10,1,4,2,5,9,8,6,8,4,3,4,3,7,8,7,3,7,6,Pharmacy
5901,2,3,3,3,5,1,7,4,8,5,8,3,1,7,6,6,7,6,6,10,1,2,5,8,4,10,4,10,8,5,7,8,Law
5902,7,1,3,3,6,6,10,5,2,3,10,10,4,9,4,3,4,6,6,3,5,4,9,1,2,5,2,5,5,8,7,9,Finance / Banking
5903,3,5,7,10,4,3,4,5,3,7,7,3,8,9,7,8,9,10,5,4,4,10,3,6,2,4,7,8,9,4,6,10,Dentist
5904,10,4,1,1,6,8,6,7,3,5,9,7,3,7,7,6,6,4,7,4,4,3,9,1,4,6,5,9,7,4,5,7,CA / Accounting
5905,5,3,3,5,5,5,6,7,6,7,5,9,9,6,10,5,6,8,7,9,7,2,4,5,5,6,9,9,7,3,5,9,Teaching / Professor
